,character,consonant,vowel,tone,segment1,segment2,mlabel,slabel,mlabel2,slabel2,freq,consonant1,vowel1,tone1,consonant2,vowel2,tone2
3738,獱,p,in,2,犭,賓,r,r,rhyming,rhyming,rare,q,uan,3,b,in,1
3739,矉,b,in,1,目,賓,r,r,regular,regular,low,m,u,4,b,in,1
3740,繽,b,in,1,糸,賓,r,r,regular,regular,low,m,i,4,b,in,1
3741,蠙,b,in,1,虫,賓,r,r,regular,regular,low,ch,ong,2,b,in,1
3742,嬾,l,an,3,女,賴,r,r,alliterating,alliterating,low,n,v,3,l,ai,4
3743,懶,l,an,3,忄,賴,r,r,alliterating,alliterating,mid,x,in,1,l,ai,4
3744,瀨,l,ai,4,氵,賴,r,r,regular,regular,high,sh,ui,3,l,ai,4
3745,獺,t,a,3,犭,賴,r,r,radical,radical,mid,q,uan,3,l,ai,4
3746,儹,z,an,3,亻,贊,r,r,regular,regular,rare,r,en,2,z,an,4
3747,欑,z,an,4,木,贊,r,r,regular,regular,rare,m,u,4,z,an,4
3748,灒,z,an,4,氵,贊,r,r,regular,regular,low,sh,ui,3,z,an,4
3749,瓚,z,an,4,王,贊,r,r,regular,regular,mid,w,ang,2,z,an,4
3750,纘,z,uan,3,糸,贊,r,r,alliterating,alliterating,mid,m,i,4,z,an,4
3751,讚,z,an,4,言,贊,r,r,regular,regular,mid,y,an,2,z,an,4
3752,鑽,z,uan,1,釒,贊,r,r,alliterating,alliterating,mid,j,in,1,z,an,4
3753,饡,z,uan,4,飠,贊,r,r,alliterating,alliterating,rare,sh,i,2,z,an,4
3754,捇,h,uo,4,扌,赤,r,l,radical,radical,rare,sh,ou,3,ch,i,4
3755,浾,ch,eng,1,氵,赤,r,l,alliterating,radical,low,sh,ui,3,ch,i,4
3756,促,c,u,4,亻,足,r,r,rhyming,rhyming,high,r,en,2,z,u,2
3757,捉,zh,uo,1,扌,足,r,l,radical,radical,high,sh,ou,3,z,u,2
3758,浞,zh,uo,2,氵,足,r,l,radical,radical,mid,sh,ui,3,z,u,2
3759,齪,ch,uo,4,齒,足,r,l,radical,alliterating,low,ch,i,3,z,u,2
3760,俥,ch,e,1,亻,車,r,r,regular,regular,low,r,en,2,ch,e,1
3761,陣,zh,en,4,阝,車,r,l,radical,rhyming,mid,ch,en,2,ch,e,1
3762,輝,h,ui,1,光,軍,r,r,radical,radical,mid,g,uang,1,j,un,1
3763,喗,y,un,3,口,軍,r,l,rhyming,radical,rare,k,ou,3,j,un,1
3764,惲,y,un,4,忄,軍,r,l,rhyming,radical,rare,x,in,1,j,un,1
3765,揮,h,ui,1,扌,軍,r,r,radical,radical,mid,sh,ou,3,j,un,1
3766,暉,h,ui,1,日,軍,r,r,radical,radical,low,r,i,4,j,un,1
3767,楎,h,un,2,木,軍,r,r,rhyming,rhyming,rare,m,u,4,j,un,1
3768,渾,h,un,2,氵,軍,r,r,rhyming,rhyming,mid,sh,ui,3,j,un,1
3769,煇,h,ui,1,火,軍,r,l,radical,alliterating,mid,h,uo,3,j,un,1
3770,琿,h,un,2,王,軍,r,r,rhyming,rhyming,mid,w,ang,2,j,un,1
3771,睴,g,un,4,目,軍,r,r,rhyming,rhyming,rare,m,u,4,j,un,1
3772,緷,y,un,4,糸,軍,r,l,rhyming,radical,rare,m,i,4,j,un,1
3773,褌,k,un,1,衤,軍,r,r,rhyming,rhyming,rare,y,i,1,j,un,1
3774,諢,h,un,4,言,軍,r,r,rhyming,rhyming,rare,y,an,2,j,un,1
3775,韗,x,un,4,韋,軍,r,r,rhyming,rhyming,rare,w,ei,2,j,un,1
3776,餫,h,un,2,飠,軍,r,r,rhyming,rhyming,rare,sh,i,2,j,un,1
3777,鼲,h,un,2,鼠,軍,r,r,rhyming,rhyming,low,sh,u,3,j,un,1
3778,齳,n,en,3,齒,軍,r,r,radical,radical,rare,ch,i,3,j,un,1
3779,梓,z,i,3,木,辛,r,r,radical,radical,high,m,u,4,x,in,1
3780,侲,zh,en,4,亻,辰,r,r,rhyming,rhyming,low,r,en,2,ch,en,2
3781,娠,sh,en,1,女,辰,r,r,rhyming,rhyming,mid,n,v,3,ch,en,2
3782,振,zh,en,4,扌,辰,r,r,rhyming,rhyming,high,sh,ou,3,ch,en,2
3783,祳,ch,en,3,礻,辰,r,r,regular,regular,rare,sh,i,4,ch,en,2
3784,裖,zh,en,3,衤,辰,r,r,rhyming,rhyming,low,y,i,1,ch,en,2
3785,賑,zh,en,4,貝,辰,r,r,rhyming,rhyming,rare,b,ei,4,ch,en,2
3786,陙,ch,un,2,阝,辰,r,r,alliterating,alliterating,rare,f,u,4,ch,en,2
3787,槈,n,ou,4,木,辱,r,r,radical,radical,rare,m,u,4,r,u,3
3788,溽,r,u,4,氵,辱,r,r,regular,regular,mid,sh,ui,3,r,u,3
3789,縟,r,u,4,糸,辱,r,r,regular,regular,rare,m,i,4,r,u,3
3790,耨,n,ou,4,耒,辱,r,l,radical,radical,mid,l,ei,3,r,u,3
3791,褥,r,u,4,衤,辱,r,r,regular,regular,high,y,i,1,r,u,3
3792,鎒,n,ou,4,釒,辱,r,l,radical,radical,rare,j,in,1,r,u,3
3793,槤,l,ian,2,木,連,r,r,regular,regular,low,m,u,4,l,ian,2
3794,漣,l,ian,2,氵,連,r,r,regular,regular,low,sh,ui,3,l,ian,2
3795,縺,l,ian,2,糸,連,r,r,regular,regular,low,m,i,4,l,ian,2
3796,謰,l,ian,2,言,連,r,r,regular,regular,rare,y,an,2,l,ian,2
3797,鏈,l,ian,4,釒,連,r,r,regular,regular,low,j,in,1,l,ian,2
3798,鰱,l,ian,2,魚,連,r,r,regular,regular,mid,y,u,2,l,ian,2
3799,燧,s,ui,4,火,遂,r,r,regular,regular,high,h,uo,3,s,ui,4
3800,穟,s,ui,4,禾,遂,r,r,regular,regular,low,h,e,2,s,ui,4
3801,襚,s,ui,4,衤,遂,r,r,regular,regular,low,y,i,1,s,ui,4
3802,隧,s,ui,4,阝,遂,r,r,regular,regular,high,f,u,4,s,ui,4
3803,邫,b,ang,1,丰,邑,l,l,radical,radical,rare,f,eng,1,y,i,4
3804,郶,b,u,4,咅,邑,r,l,radical,radical,low,p,ou,4,y,i,4
3805,悒,y,i,4,忄,邑,r,r,regular,regular,mid,x,in,1,y,i,4
3806,挹,y,i,4,扌,邑,r,r,regular,regular,mid,sh,ou,3,y,i,4
3807,浥,y,i,4,氵,邑,r,r,regular,regular,mid,sh,ui,3,y,i,4
3808,酒,j,iu,3,氵,酉,r,l,radical,radical,high,sh,ui,3,y,ou,3
3809,揂,j,iu,1,扌,酋,r,r,rhyming,rhyming,rare,sh,ou,3,q,iu,2
3810,楢,y,ou,2,木,酋,r,r,radical,radical,low,m,u,4,q,iu,2
3811,猶,y,ou,2,犭,酋,r,r,radical,radical,mid,q,uan,3,q,iu,2
3812,緧,q,iu,1,糸,酋,r,r,regular,regular,rare,m,i,4,q,iu,2
3813,蝤,q,iu,2,虫,酋,r,r,regular,regular,mid,ch,ong,2,q,iu,2
3814,輶,y,ou,2,車,酋,r,r,radical,radical,low,ch,e,1,q,iu,2
3815,鰌,q,iu,2,魚,酋,r,r,regular,regular,rare,y,u,2,q,iu,2
3816,婇,c,ai,3,女,采,r,r,regular,regular,rare,n,v,3,c,ai,3
3817,採,c,ai,3,扌,采,r,r,regular,regular,mid,sh,ou,3,c,ai,3
3818,綵,c,ai,3,糸,采,r,r,regular,regular,low,m,i,4,c,ai,3
3819,俚,l,i,3,亻,里,r,r,regular,regular,mid,r,en,2,l,i,3
3820,哩,l,i,1,口,里,r,r,regular,regular,high,k,ou,3,l,i,3
3821,悝,k,ui,1,忄,里,r,r,radical,radical,mid,x,in,1,l,i,3
3822,梩,l,i,2,木,里,r,r,regular,regular,rare,m,u,4,l,i,3
3823,浬,l,i,3,氵,里,r,r,regular,regular,mid,sh,ui,3,l,i,3
3824,狸,l,i,2,犭,里,r,r,regular,regular,high,q,uan,3,l,i,3
3825,理,l,i,3,王,里,r,r,regular,regular,high,w,ang,2,l,i,3
3826,貍,l,i,2,豸,里,r,r,regular,regular,low,zh,i,4,l,i,3
3827,鯉,l,i,3,魚,里,r,r,regular,regular,low,y,u,2,l,i,3
3828,歱,zh,ong,3,止,重,r,r,regular,regular,rare,zh,i,3,zh,ong,4
3829,湩,zh,ong,4,氵,重,r,r,regular,regular,low,sh,ui,3,zh,ong,4
3830,種,zh,ong,3,禾,重,r,r,regular,regular,mid,h,e,2,zh,ong,4
3831,緟,zh,ong,4,糸,重,r,r,regular,regular,rare,m,i,4,zh,ong,4
3832,腫,zh,ong,3,肉,重,r,r,regular,regular,low,r,ou,4,zh,ong,4
3833,鍾,zh,ong,1,釒,重,r,r,regular,regular,mid,j,in,1,zh,ong,4
3834,倀,ch,ang,1,亻,長,r,r,regular,regular,mid,r,en,2,ch,ang,2
3835,帳,zh,ang,4,巾,長,r,r,rhyming,rhyming,mid,j,in,1,ch,ang,2
3836,張,zh,ang,1,弓,長,r,r,rhyming,rhyming,mid,g,ong,1,ch,ang,2
3837,悵,ch,ang,4,忄,長,r,r,regular,regular,low,x,in,1,ch,ang,2
3838,棖,ch,eng,2,木,長,r,r,alliterating,alliterating,mid,m,u,4,ch,ang,2
3839,粻,zh,ang,1,米,長,r,r,rhyming,rhyming,low,m,i,3,ch,ang,2
3840,脹,zh,ang,4,肉,長,r,r,rhyming,rhyming,low,r,ou,4,ch,ang,2
3841,韔,ch,ang,4,韋,長,r,r,regular,regular,rare,w,ei,2,ch,ang,2
3842,僩,x,ian,4,亻,閒,r,r,regular,regular,low,r,en,2,x,ian,2
3843,嫺,x,ian,2,女,閒,r,r,regular,regular,low,n,v,3,x,ian,2
3844,憪,x,ian,2,忄,閒,r,r,regular,regular,low,x,in,1,x,ian,2
3845,橌,x,ian,4,木,閒,r,r,regular,regular,rare,m,u,4,x,ian,2
3846,燗,l,an,4,火,閒,r,r,radical,radical,rare,h,uo,3,x,ian,2
3847,瞯,x,ian,2,目,閒,r,r,regular,regular,low,m,u,4,x,ian,2
3848,繝,j,ian,4,糸,閒,r,r,rhyming,rhyming,rare,m,i,4,x,ian,2
3849,譋,l,an,2,言,閒,r,r,radical,radical,rare,y,an,2,x,ian,2
3850,鐗,j,ian,3,釒,閒,r,r,rhyming,rhyming,rare,j,in,1,x,ian,2
3851,欄,l,an,2,木,闌,r,r,regular,regular,mid,m,u,4,l,an,2
3852,瀾,l,an,2,氵,闌,r,r,regular,regular,low,sh,ui,3,l,an,2
3853,爛,l,an,4,火,闌,r,r,regular,regular,mid,h,uo,3,l,an,2
3854,襴,l,an,2,衤,闌,r,r,regular,regular,low,y,i,1,l,an,2
3855,讕,l,an,2,言,闌,r,r,regular,regular,mid,y,an,2,l,an,2
3856,邳,p,ei,2,丕,阝,l,l,alliterating,alliterating,mid,p,i,1,f,u,4
3857,邱,q,iu,1,丘,阝,l,l,regular,regular,high,q,iu,1,f,u,4
3858,邴,b,ing,3,丙,阝,l,l,regular,regular,mid,b,ing,3,f,u,4
3859,邙,m,ang,2,亡,阝,l,r,rhyming,radical,mid,w,ang,2,f,u,4
3860,邟,k,ang,4,亢,阝,l,l,regular,regular,low,k,ang,4,f,u,4
3861,郊,j,iao,1,交,阝,l,l,regular,regular,high,j,iao,1,f,u,4
3862,郂,g,ai,1,亥,阝,l,l,rhyming,rhyming,low,h,ai,4,f,u,4
3863,邧,y,uan,2,元,阝,l,l,regular,regular,mid,y,uan,2,f,u,4
3864,郳,n,i,2,兒,阝,l,r,radical,radical,rare,0,er,2,f,u,4
3865,鄃,y,u,2,兪,阝,l,l,regular,regular,low,y,u,2,f,u,4
3866,鄍,m,ing,2,冥,阝,l,l,regular,regular,rare,m,ing,2,f,u,4
3867,邶,b,ei,4,北,阝,l,l,regular,regular,mid,b,ei,3,f,u,4
3868,邼,k,uang,1,匡,阝,l,l,regular,regular,rare,k,uang,1,f,u,4
3869,郾,y,an,3,匽,阝,l,l,regular,regular,mid,y,an,3,f,u,4
3870,郫,p,i,2,卑,阝,l,l,radical,radical,mid,b,ei,1,f,u,4
3871,郰,z,ou,1,取,阝,r,l,radical,radical,low,q,u,3,f,u,4
3872,邭,j,u,4,句,阝,l,l,regular,regular,low,j,u,4,f,u,4
3873,邵,sh,ao,4,召,阝,l,l,rhyming,rhyming,high,zh,ao,4,f,u,4
3874,邰,t,ai,2,台,阝,l,l,regular,regular,mid,t,ai,2,f,u,4
3875,郃,h,e,2,合,阝,l,l,regular,regular,mid,h,e,2,f,u,4
3876,郈,h,ou,4,后,阝,l,l,regular,regular,low,h,ou,4,f,u,4
3877,郚,w,u,2,吾,阝,l,l,regular,regular,low,w,u,2,f,u,4
3878,郢,y,ing,3,呈,阝,l,l,radical,radical,high,ch,eng,2,f,u,4
3879,郜,g,ao,4,告,阝,l,l,regular,regular,mid,g,ao,4,f,u,4
3880,鄂,0,e,4,咢,阝,l,l,regular,regular,high,0,e,4,f,u,4
3881,鄖,y,un,2,員,阝,l,l,alliterating,alliterating,mid,y,uan,2,f,u,4
3882,鄙,b,i,3,啚,阝,l,l,regular,regular,high,b,i,3,f,u,4
3883,鄯,sh,an,4,善,阝,l,l,regular,regular,mid,sh,an,4,f,u,4
3884,邽,g,ui,1,圭,阝,l,l,regular,regular,mid,g,ui,1,f,u,4
3885,鄞,y,in,2,堇,阝,l,l,rhyming,rhyming,mid,j,in,3,f,u,4
3886,邞,f,u,1,夫,阝,l,l,regular,regular,rare,f,u,1,f,u,4
3887,郟,j,ia,2,夾,阝,l,l,regular,regular,rare,j,ia,1,f,u,4
3888,郪,q,i,1,妻,阝,l,l,regular,regular,low,q,i,1,f,u,4
3889,郛,f,u,2,孚,阝,l,l,regular,regular,mid,f,u,2,f,u,4
3890,郣,b,o,2,孛,阝,l,l,alliterating,alliterating,low,b,ei,4,f,u,4
3891,邿,sh,i,1,寺,阝,l,l,rhyming,rhyming,low,s,i,4,f,u,4
3892,鄩,x,in,2,尋,阝,l,l,alliterating,alliterating,low,x,un,2,f,u,4
3893,邖,sh,an,1,山,阝,l,l,regular,regular,rare,sh,an,1,f,u,4
3894,酅,x,i,1,巂,阝,l,l,radical,radical,low,s,ui,3,f,u,4
3895,鄛,ch,ao,2,巢,阝,l,l,regular,regular,low,ch,ao,2,f,u,4
3896,邛,q,iong,2,工,阝,l,l,radical,radical,mid,g,ong,1,f,u,4
3897,邔,q,i,3,己,阝,l,l,rhyming,rhyming,low,j,i,3,f,u,4
3898,郗,ch,i,1,希,阝,l,l,rhyming,rhyming,mid,x,i,1,f,u,4
3899,邗,h,an,2,干,阝,r,l,radical,rhyming,mid,g,an,1,f,u,4
3900,郉,x,ing,2,幵,阝,r,r,radical,radical,low,q,ian,1,f,u,4
3901,鄘,y,ong,1,庸,阝,r,l,radical,regular,low,y,ong,1,f,u,4
3902,郔,y,an,2,延,阝,r,l,radical,regular,rare,y,an,2,f,u,4
3903,邲,b,i,4,必,阝,l,l,regular,regular,low,b,i,4,f,u,4
3904,鄎,x,i,4,息,阝,l,l,regular,regular,rare,x,i,1,f,u,4
3905,鄾,y,ou,1,憂,阝,l,l,regular,regular,rare,y,ou,1,f,u,4
3906,郕,ch,eng,2,成,阝,l,l,regular,regular,mid,ch,eng,2,f,u,4
3907,邡,f,ang,1,方,阝,l,l,regular,regular,mid,f,ang,1,f,u,4
3908,郇,x,un,2,旬,阝,l,l,regular,regular,mid,x,un,2,f,u,4
3909,鄫,c,eng,2,曾,阝,r,l,radical,regular,low,c,eng,2,f,u,4
3910,邾,zh,u,1,朱,阝,l,l,regular,regular,mid,zh,u,1,f,u,4
3911,郴,ch,en,1,林,阝,l,l,radical,radical,mid,l,in,2,f,u,4
3912,鄡,q,iao,1,梟,阝,l,l,rhyming,rhyming,low,x,iao,1,f,u,4
3913,鄴,y,e,4,業,阝,l,l,regular,regular,low,y,e,4,f,u,4
3914,酁,ch,an,2,毚,阝,l,l,regular,regular,rare,ch,an,2,f,u,4
3915,邸,d,i,3,氐,阝,l,l,regular,regular,high,d,i,3,f,u,4
3916,郯,t,an,2,炎,阝,l,r,rhyming,radical,mid,y,an,2,f,u,4
3917,鄔,w,u,1,烏,阝,l,l,regular,regular,low,w,u,1,f,u,4
3918,鄢,y,an,1,焉,阝,l,l,regular,regular,high,y,an,1,f,u,4
3919,鄦,x,u,3,無,阝,l,r,rhyming,rhyming,rare,w,u,2,f,u,4
3920,酀,y,an,1,燕,阝,l,l,regular,regular,rare,y,an,4,f,u,4
3921,鄬,w,ei,2,爲,阝,l,l,regular,regular,rare,w,ei,4,f,u,4
3922,邪,x,ie,2,牙,阝,l,r,radical,radical,high,y,a,2,f,u,4
3923,郙,f,u,3,甫,阝,l,l,regular,regular,low,f,u,3,f,u,4
3924,邮,y,ou,2,由,阝,l,l,regular,regular,high,y,ou,2,f,u,4
3925,鄐,ch,u,4,畜,阝,l,l,regular,regular,rare,ch,u,4,f,u,4
3926,鄱,p,o,2,番,阝,l,l,radical,radical,mid,f,an,1,f,u,4
3927,鄈,k,ui,2,癸,阝,l,l,rhyming,rhyming,low,g,ui,3,f,u,4
3928,鄧,d,eng,4,登,阝,l,l,regular,regular,low,d,eng,1,f,u,4
3929,祁,q,i,2,示,阝,l,l,rhyming,rhyming,high,sh,i,4,f,u,4
3930,鄅,y,u,3,禹,阝,l,l,regular,regular,low,y,u,3,f,u,4
3931,鄣,zh,ang,1,章,阝,l,l,regular,regular,mid,zh,ang,1,f,u,4
3932,鄝,l,iao,3,翏,阝,l,l,alliterating,alliterating,rare,l,iu,4,f,u,4
3933,郋,x,i,2,自,阝,l,l,rhyming,rhyming,rare,z,i,4,f,u,4
3934,郅,zh,i,4,至,阝,l,l,regular,regular,mid,zh,i,4,f,u,4
3935,郞,l,ang,2,良,阝,l,l,alliterating,alliterating,mid,l,iang,2,f,u,4
3936,鄒,z,ou,1,芻,阝,l,l,radical,radical,rare,ch,u,2,f,u,4
3937,鄚,m,o,4,莫,阝,l,l,regular,regular,low,m,o,4,f,u,4
3938,郤,x,i,4,谷,阝,l,l,radical,radical,mid,g,u,3,f,u,4
3939,郖,d,ou,1,豆,阝,l,l,regular,regular,rare,d,ou,4,f,u,4
3940,酆,f,eng,1,豐,阝,l,l,regular,regular,mid,f,eng,1,f,u,4
3941,鄮,m,ao,4,貿,阝,l,l,regular,regular,low,m,ao,4,f,u,4
3942,酇,z,an,4,贊,阝,l,l,regular,regular,rare,z,an,4,f,u,4
3943,郝,h,ao,3,赤,阝,l,r,radical,radical,high,ch,i,4,f,u,4
3944,鄆,y,un,4,軍,阝,l,r,rhyming,radical,mid,j,un,1,f,u,4
3945,鄻,l,ian,3,輦,阝,l,l,rhyming,rhyming,rare,n,ian,3,f,u,4
3946,鄏,r,u,4,辱,阝,l,l,regular,regular,low,r,u,3,f,u,4
3947,酄,h,uan,1,雚,阝,l,l,rhyming,rhyming,rare,g,uan,4,f,u,4
3948,鄠,h,u,4,雩,阝,l,r,rhyming,rhyming,mid,y,u,2,f,u,4
3949,酃,l,ing,2,霝,阝,l,l,regular,regular,mid,l,ing,2,f,u,4
3950,鄗,h,ao,4,高,阝,l,l,rhyming,rhyming,low,g,ao,1,f,u,4
3951,酈,l,i,4,麗,阝,l,l,regular,regular,rare,l,i,4,f,u,4
3952,鄳,m,eng,2,黽,阝,l,l,alliterating,alliterating,rare,m,in,3,f,u,4
3953,雎,j,u,1,且,隹,l,r,radical,radical,mid,q,ie,3,zh,ui,1
3954,倠,s,ui,1,亻,隹,r,r,rhyming,rhyming,rare,r,en,2,zh,ui,1
3955,雂,q,in,2,今,隹,r,l,radical,rhyming,rare,j,in,1,zh,ui,1
3956,雄,x,iong,2,厷,隹,r,r,radical,radical,high,g,ong,1,zh,ui,1
3957,唯,w,ei,2,口,隹,r,r,radical,radical,high,k,ou,3,zh,ui,1
3958,雊,g,ou,4,句,隹,l,r,radical,radical,low,j,u,4,zh,ui,1
3959,雒,l,uo,4,各,隹,l,r,radical,radical,high,g,e,4,zh,ui,1
3960,雕,d,iao,1,周,隹,l,l,radical,radical,high,zh,ou,1,zh,ui,1
3961,堆,d,ui,1,土,隹,r,r,rhyming,rhyming,high,t,u,3,zh,ui,1
3962,雞,j,i,1,奚,隹,l,l,rhyming,rhyming,mid,x,i,1,zh,ui,1
3963,婎,h,ui,1,女,隹,r,r,rhyming,rhyming,rare,n,v,3,zh,ui,1
3964,帷,w,ei,2,巾,隹,r,r,radical,radical,high,j,in,1,zh,ui,1
3965,隿,y,i,4,弋,隹,r,l,radical,regular,rare,y,i,4,zh,ui,1
3966,惟,w,ei,2,忄,隹,r,r,radical,radical,high,x,in,1,zh,ui,1
3967,推,t,ui,1,扌,隹,r,r,rhyming,rhyming,high,sh,ou,3,zh,ui,1
3968,椎,zh,ui,1,木,隹,r,r,regular,regular,high,m,u,4,zh,ui,1
3969,雌,c,i,2,此,隹,l,l,regular,regular,high,c,i,3,zh,ui,1
3970,淮,h,uai,2,氵,隹,r,r,radical,radical,high,sh,ui,3,zh,ui,1
3971,雅,y,a,3,牙,隹,l,l,regular,regular,high,y,a,2,zh,ui,1
3972,猚,y,a,2,犭,隹,r,l,radical,radical,rare,q,uan,3,zh,ui,1
3973,琟,w,ei,2,王,隹,r,l,radical,alliterating,low,w,ang,2,zh,ui,1
3974,睢,s,ui,1,目,隹,r,r,rhyming,rhyming,mid,m,u,4,zh,ui,1
3975,雉,zh,i,4,矢,隹,l,l,rhyming,rhyming,high,sh,i,3,zh,ui,1
3976,碓,d,ui,4,石,隹,r,r,rhyming,rhyming,mid,sh,i,2,zh,ui,1
3977,離,l,i,2,离,隹,l,l,regular,regular,mid,l,i,2,zh,ui,1
3978,維,w,ei,2,糸,隹,r,r,radical,radical,mid,m,i,4,zh,ui,1
3979,雡,l,iu,4,翏,隹,l,l,regular,regular,rare,l,iu,4,zh,ui,1
3980,脽,zh,ou,1,肉,隹,r,l,alliterating,rhyming,mid,r,ou,4,zh,ui,1
3981,雛,ch,u,2,芻,隹,l,l,regular,regular,low,ch,u,2,zh,ui,1
3982,蜼,w,ei,4,虫,隹,r,r,radical,radical,low,ch,ong,2,zh,ui,1
3983,誰,sh,ui,2,言,隹,r,r,rhyming,rhyming,mid,y,an,2,zh,ui,1
3984,雝,y,ong,1,邕,隹,l,l,regular,regular,low,y,ong,1,zh,ui,1
3985,錐,zh,ui,1,釒,隹,r,r,regular,regular,low,j,in,1,zh,ui,1
3986,陮,d,ui,3,阝,隹,r,r,rhyming,rhyming,rare,f,u,4,zh,ui,1
3987,騅,zh,ui,1,馬,隹,r,r,regular,regular,rare,m,a,3,zh,ui,1
3988,鵻,zh,ui,1,鳥,隹,r,r,regular,regular,rare,n,iao,3,zh,ui,1
3989,搉,q,ue,4,扌,隺,r,l,radical,radical,low,sh,ou,3,h,e,4
3990,榷,q,ue,4,木,隺,r,r,radical,radical,mid,m,u,4,h,e,4
3991,確,q,ue,4,石,隺,r,l,radical,radical,mid,sh,i,2,h,e,4
3992,儁,j,un,4,亻,雋,r,r,regular,regular,mid,r,en,2,j,un,4
3993,檇,z,ui,4,木,雋,r,r,radical,radical,low,m,u,4,j,un,4
3994,臇,j,uan,3,肉,雋,r,r,alliterating,alliterating,rare,r,ou,4,j,un,4
3995,鐫,j,uan,1,釒,雋,r,r,alliterating,alliterating,mid,j,in,1,j,un,4
3996,懽,h,uan,1,忄,雚,r,r,rhyming,rhyming,low,x,in,1,g,uan,4
3997,權,q,uan,2,木,雚,r,r,rhyming,rhyming,mid,m,u,4,g,uan,4
3998,灌,g,uan,4,氵,雚,r,r,regular,regular,high,sh,ui,3,g,uan,4
3999,爟,g,uan,4,火,雚,r,r,regular,regular,low,h,uo,3,g,uan,4
4000,瓘,g,uan,4,王,雚,r,r,regular,regular,mid,w,ang,2,g,uan,4
4001,矔,g,uan,4,目,雚,r,r,regular,regular,low,m,u,4,g,uan,4
4002,罐,g,uan,4,缶,雚,r,r,regular,regular,high,f,ou,3,g,uan,4
4003,蠸,q,uan,2,虫,雚,r,r,rhyming,rhyming,low,ch,ong,2,g,uan,4
4004,讙,h,uan,1,言,雚,r,r,rhyming,rhyming,low,y,an,2,g,uan,4
4005,貛,h,uan,1,豸,雚,r,r,rhyming,rhyming,rare,zh,i,4,g,uan,4
4006,鑵,g,uan,4,釒,雚,r,r,regular,regular,low,j,in,1,g,uan,4
4007,驩,h,uan,1,馬,雚,r,r,rhyming,rhyming,mid,m,a,3,g,uan,4
4008,摴,sh,u,1,扌,雩,r,l,rhyming,alliterating,low,sh,ou,3,y,u,2
4009,樗,ch,u,1,木,雩,r,l,rhyming,rhyming,mid,m,u,4,y,u,2
4010,謣,y,u,2,言,雩,r,r,regular,regular,rare,y,an,2,y,u,2
4011,澐,y,un,2,氵,雲,r,r,regular,regular,mid,sh,ui,3,y,un,2
4012,儒,r,u,2,亻,需,r,l,rhyming,alliterating,high,r,en,2,x,u,1
4013,嬬,x,u,1,女,需,r,r,regular,regular,low,n,v,3,x,u,1
4014,孺,r,u,2,子,需,r,l,rhyming,radical,high,z,i,3,x,u,1
4015,懦,n,uo,4,忄,需,r,l,radical,radical,high,x,in,1,x,u,1
4016,濡,r,u,2,氵,需,r,r,rhyming,rhyming,high,sh,ui,3,x,u,1
4017,獳,n,ou,4,犭,需,r,l,radical,radical,low,q,uan,3,x,u,1
4018,糯,n,uo,4,米,需,r,r,radical,radical,high,m,i,3,x,u,1
4019,繻,x,u,1,糸,需,r,r,regular,regular,mid,m,i,4,x,u,1
4020,臑,r,u,2,肉,需,r,r,rhyming,rhyming,low,r,ou,4,x,u,1
4021,蠕,r,u,2,虫,需,r,r,rhyming,rhyming,high,ch,ong,2,x,u,1
4022,襦,r,u,2,衤,需,r,r,rhyming,rhyming,mid,y,i,1,x,u,1
4023,轜,0,er,2,車,需,r,l,radical,radical,rare,ch,e,1,x,u,1
4024,醹,r,u,2,酉,需,r,r,rhyming,rhyming,low,y,ou,3,x,u,1
4025,倩,q,ian,4,亻,靑,r,r,alliterating,alliterating,high,r,en,2,q,ing,1
4026,凊,q,ing,4,冫,靑,r,r,regular,regular,mid,b,ing,1,q,ing,1
4027,婧,j,ing,4,女,靑,r,r,rhyming,rhyming,high,n,v,3,q,ing,1
4028,崝,zh,eng,1,山,靑,r,r,radical,radical,rare,sh,an,1,q,ing,1
4029,情,q,ing,2,忄,靑,r,r,regular,regular,high,x,in,1,q,ing,1
4030,晴,q,ing,2,日,靑,r,r,regular,regular,high,r,i,4,q,ing,1
4031,淸,q,ing,1,氵,靑,r,r,regular,regular,low,sh,ui,3,q,ing,1
4032,猜,c,ai,1,犭,靑,r,l,radical,radical,high,q,uan,3,q,ing,1
4033,睛,j,ing,1,目,靑,r,r,rhyming,rhyming,high,m,u,4,q,ing,1
4034,靖,j,ing,4,立,靑,r,r,rhyming,rhyming,high,l,i,4,q,ing,1
4035,精,j,ing,1,米,靑,r,r,rhyming,rhyming,high,m,i,3,q,ing,1
4036,綪,q,ian,4,糸,靑,r,r,alliterating,alliterating,mid,m,i,4,q,ing,1
4037,蜻,q,ing,1,虫,靑,r,r,regular,regular,high,ch,ong,2,q,ing,1
4038,請,q,ing,3,言,靑,r,r,regular,regular,mid,y,an,2,q,ing,1
4039,錆,q,iang,1,釒,靑,r,r,alliterating,alliterating,low,j,in,1,q,ing,1
4040,鯖,q,ing,1,魚,靑,r,r,regular,regular,mid,y,u,2,q,ing,1
4041,俳,p,ai,2,亻,非,r,r,radical,radical,mid,r,en,2,f,ei,1
4042,徘,p,ai,2,彳,非,r,r,radical,radical,high,ch,i,4,f,ei,1
4043,悱,f,ei,3,忄,非,r,r,regular,regular,mid,x,in,1,f,ei,1
4044,排,p,ai,2,扌,非,r,r,radical,radical,high,sh,ou,3,f,ei,1
